Name,Type,Address,total,bike ped,serious/fatal,youth,speed,2014Rank,Location,Latitude,Longitude
Rogers,School,7345 N WASHTENAW AVE,24.0,0.0,0.0,2.0,11.0,1346.0,"(42.0152834, -87.6964435)",42.0152834, -87.6964435
Rogers,Park,7345 N WASHTENAW AVE,154.0,4.0,2.0,17.0,49.0,397.0,"(42.0152834, -87.6964435)",42.0152834, -87.6964435
Rogers,Park,7345 N WASHTENAW AVE,154.0,4.0,2.0,17.0,49.0,397.0,"(42.0152834, -87.6964435)",42.0152834, -87.6964435
Rogers Park Montessori S,School,1800 W BALMORAL AVE,27.0,0.0,0.0,1.0,6.0,1386.0,"(41.9804465, -87.67506639999999)",41.9804465, -87.67506639999999
Ronan,Park,3000 W ARGYLE ST,193.0,11.0,1.0,21.0,43.0,324.0,"(41.9721325, -87.7035983)",41.9721325, -87.7035983
Roosevelt,Park,62 W ROOSEVELT RD,304.0,25.0,9.0,41.0,81.0,73.0,"(41.8683711, -87.6299243)",41.8683711, -87.6299243
Roosevelt HS,School,3436 W WILSON AVE,175.0,14.0,1.0,23.0,43.0,334.0,"(41.9650389, -87.7144907)",41.9650389, -87.7144907
Rosedale,Park,6312 W ROSEDALE AVE,56.0,0.0,1.0,7.0,14.0,1127.0,"(41.9885028, -87.7858067)",41.9885028, -87.7858067
Roseland Christian,School,314 W 108TH ST,17.0,1.0,1.0,1.0,3.0,1444.0,"(41.69725589999999, -87.6311154)",41.69725589999999, -87.6311154
Rosenblum,Park,2000 E 75TH ST,194.0,21.0,7.0,54.0,79.0,131.0,"(41.759108, -87.57575)",41.759108, -87.57575
Ross,School,6059 S WABASH AVE,56.0,3.0,2.0,13.0,12.0,1059.0,"(41.7844236, -87.6236972)",41.7844236, -87.6236972
Rowan,Park,11546 S AVE L,38.0,3.0,2.0,17.0,11.0,1128.0,"(41.684903, -87.5373153)",41.684903, -87.5373153
Rudolph Learning Ctr,School,110 N PAULINA ST,97.0,5.0,4.0,17.0,29.0,684.0,"(41.8835997, -87.66935699999999)",41.8835997, -87.66935699999999
Ruggles,School,7831 S PRAIRIE AVE,237.0,17.0,7.0,37.0,71.0,141.0,"(41.7519718, -87.6177101)",41.7519718, -87.6177101
Ruiz,School,2410 S LEAVITT ST,77.0,5.0,1.0,5.0,22.0,943.0,"(41.8479002, -87.6812235)",41.8479002, -87.6812235
Rush Day School,School,2150 W HARRISON ST,40.0,0.0,2.0,5.0,15.0,1198.0,"(41.8746088, -87.68006700000001)",41.8746088, -87.68006700000001
Russell,Park,3045 E 83RD ST,96.0,3.0,3.0,22.0,27.0,611.0,"(41.7443673, -87.54979709999999)",41.7443673, -87.54979709999999
Rutherford Sayre,Park,6871 W BELDEN AVE,82.0,3.0,0.0,12.0,21.0,869.0,"(41.9208169, -87.7971244)",41.9208169, -87.7971244
Ryder,School,8716 S WALLACE ST,82.0,0.0,1.0,16.0,25.0,810.0,"(41.7352668, -87.63950109999999)",41.7352668, -87.63950109999999
Ryerson,School,646 N LAWNDALE AVE,109.0,10.0,1.0,15.0,25.0,674.0,"(41.8930604, -87.7191745)",41.8930604, -87.7191745
Sabin Magnet,School,2216 W HIRSCH ST,55.0,2.0,1.0,9.0,15.0,1085.0,"(41.9072003, -87.6828914)",41.9072003, -87.6828914
Sacramento,Park,3520 N SACRAMENTO AVE,120.0,6.0,2.0,12.0,35.0,603.0,"(41.9456522, -87.7028816)",41.9456522, -87.7028816
Sacred Heart School,School,2906 EAST 96TH STREET,55.0,3.0,1.0,8.0,17.0,986.0,"(41.721227, -87.55264299999999)",41.721227, -87.55264299999999
Sacred Heart School,School,6250 N SHERIDAN RD,193.0,6.0,4.0,17.0,58.0,288.0,"(41.9959854, -87.6560149)",41.9959854, -87.6560149
Sain,Park,2453 W MONROE ST,145.0,13.0,6.0,25.0,35.0,371.0,"(41.880439, -87.6880353)",41.880439, -87.6880353
Saint Louis,Park,347 N ST LOUIS AVE,53.0,5.0,2.0,10.0,12.0,1003.0,"(41.8875685, -87.71362649999999)",41.8875685, -87.71362649999999
Salazar Bilingual Educatio,School,160 W WENDELL ST,193.0,19.0,7.0,11.0,54.0,294.0,"(41.9015633, -87.63382)",41.9015633, -87.63382
Salem Christian Acad,School,11816 S INDIANA AVE,72.0,7.0,0.0,16.0,25.0,829.0,"(41.6793831, -87.6182908)",41.6793831, -87.6182908
Salen Christian School,School,2018 N RICHMOND ST,127.0,13.0,3.0,23.0,45.0,378.0,"(41.9182127, -87.70034729999999)",41.9182127, -87.70034729999999
San Miguel Sch_Gary Com,School,819 N LEAMINGTON AVE,246.0,26.0,6.0,46.0,52.0,126.0,"(41.8956638, -87.7540607)",41.8956638, -87.7540607
San Miguel School,School,1949 W 48TH ST,60.0,1.0,1.0,16.0,14.0,920.0,"(41.8064504, -87.6741203)",41.8064504, -87.6741203
Sandoval School,School,5534 S ST LOUIS AVE,172.0,14.0,3.0,35.0,51.0,249.0,"(41.7927818, -87.71230229999999)",41.7927818, -87.71230229999999
Santa Lucia,School,3017 S WELLS ST,113.0,10.0,0.0,17.0,48.0,509.0,"(41.8390704, -87.6325595)",41.8390704, -87.6325595
Santa Maria Addolorata,School,1337 W OHIO ST,64.0,6.0,2.0,4.0,15.0,1063.0,"(41.8922533, -87.66123650000002)",41.8922533, -87.66123650000002
Sauganash,Park,5861 N KOSTNER AVE,36.0,0.0,0.0,4.0,13.0,1259.0,"(41.9884007, -87.7373989)",41.9884007, -87.7373989
Sauganash,School,6040 N KILPATRICK AVE,267.0,4.0,5.0,37.0,93.0,98.0,"(41.9912819, -87.7464294)",41.9912819, -87.7464294
Sauganash Montessori Sc,School,5750 N ROGERS AVE,14.0,0.0,0.0,1.0,2.0,1462.0,"(41.985669, -87.7404055)",41.985669, -87.7404055
Sawyer,School,5248 S SAWYER AVE,181.0,9.0,0.0,31.0,34.0,311.0,"(41.7975924, -87.70526129999999)",41.7975924, -87.70526129999999
Sayre Lang Acad,School,1850 N NEWLAND AVE,11.0,0.0,0.0,0.0,1.0,1482.0,"(41.91381459999999, -87.7994758)",41.91381459999999, -87.7994758
Scammon,School,4201 W HENDERSON ST,62.0,4.0,2.0,10.0,9.0,1086.0,"(41.9413315, -87.73284029999999)",41.9413315, -87.73284029999999
Schaefer,Park,2415 N MARSHFIELD AVE,414.0,16.0,4.0,41.0,107.0,38.0,"(41.9258583, -87.6689954)",41.9258583, -87.6689954
Schiller,School,640 W SCOTT ST,143.0,10.0,3.0,11.0,50.0,381.0,"(41.9053683, -87.64482269999999)",41.9053683, -87.64482269999999
Schiller,School,640 W SCOTT ST,143.0,10.0,3.0,11.0,50.0,381.0,"(41.9053683, -87.64482269999999)",41.9053683, -87.64482269999999
Schmid,School,9755 S GREENWOOD AVE,18.0,1.0,1.0,6.0,5.0,1379.0,"(41.7168493, -87.59685139999999)",41.7168493, -87.59685139999999
Schneider,School,2957 N HOYNE AVE,71.0,8.0,2.0,5.0,18.0,989.0,"(41.9355398, -87.6802953)",41.9355398, -87.6802953
School Of Entrepeneurshi,School,7627 S CONSTANCE AVE,43.0,5.0,0.0,12.0,17.0,1087.0,"(41.7561533, -87.5794785)",41.7561533, -87.5794785
Schreiber,Park,1552 W SCHREIBER AVE,263.0,32.0,3.0,30.0,80.0,109.0,"(41.9989998, -87.6695769)",41.9989998, -87.6695769
Schubert,School,2727 N LONG AVE,143.0,11.0,4.0,28.0,40.0,393.0,"(41.9303572, -87.76127439999999)",41.9303572, -87.76127439999999
Schurz HS,School,3601 N MILWAUKEE AVE,289.0,12.0,2.0,47.0,63.0,104.0,"(41.9472359, -87.73583479999999)",41.9472359, -87.73583479999999
Scottsdale,Park,4620 W 83RD PL,20.0,1.0,0.0,3.0,1.0,1436.0,"(41.741494, -87.73660199999999)",41.741494, -87.73660199999999
Seneca,Park,228 E CHICAGO AVE,430.0,50.0,13.0,22.0,89.0,41.0,"(41.8967738, -87.62173159999999)",41.8967738, -87.62173159999999
Senior Citizens Meml.,Park,2238 N OAKLEY AVE,211.0,16.0,1.0,19.0,49.0,277.0,"(41.9210021, -87.68465379999999)",41.9210021, -87.68465379999999
Senka,Park,5656 S ST LOUIS AVE,198.0,15.0,3.0,36.0,56.0,207.0,"(41.7903126, -87.71081559999999)",41.7903126, -87.71081559999999
Senn,Park,5887 N RIDGE AVE,379.0,29.0,10.0,43.0,111.0,39.0,"(41.9888418, -87.6685693)",41.9888418, -87.6685693
Senn Metro Acad,School,5900 N GLENWOOD AVE,334.0,22.0,8.0,50.0,102.0,50.0,"(41.9890085, -87.6667674)",41.9890085, -87.6667674
Seward,School,4600 S HERMITAGE AVE,117.0,11.0,5.0,14.0,26.0,564.0,"(41.80990310000001, -87.66899790000001)",41.80990310000001, -87.66899790000001
Seward,Park,375 W ELM ST,195.0,14.0,2.0,11.0,53.0,314.0,"(41.9028389, -87.63741859999999)",41.9028389, -87.63741859999999
Sexton Ao,School,6020 S LANGLEY AVE,55.0,3.0,0.0,8.0,13.0,1015.0,"(41.7852617, -87.6085245)",41.7852617, -87.6085245
Shabazz Charter,School,7823 S ELLIS AVE,99.0,10.0,0.0,15.0,21.0,747.0,"(41.7526531, -87.6003724)",41.7526531, -87.6003724
Shabbona,Park,6935 W ADDISON,121.0,7.0,3.0,29.0,41.0,470.0,"(41.945366, -87.800257)",41.945366, -87.800257
Shedd,Park,3660 W 23RD ST,114.0,11.0,2.0,27.0,40.0,490.0,"(41.8500587, -87.71700150000001)",41.8500587, -87.71700150000001
Sheil,Park,3505 N SOUTHPORT AVE,139.0,14.0,4.0,5.0,31.0,578.0,"(41.9456861, -87.663664)",41.9456861, -87.663664
Sheridan,Park,910 S ABERDEEN ST,148.0,11.0,3.0,19.0,29.0,500.0,"(41.871524, -87.6547071)",41.871524, -87.6547071
Sheridan Magnet,School,533 W 27TH ST,80.0,5.0,0.0,11.0,26.0,839.0,"(41.8440992, -87.64110409999999)",41.8440992, -87.64110409999999
Sherman,School,1000 W 52ND ST,37.0,4.0,2.0,7.0,7.0,1249.0,"(41.8000322, -87.65052279999999)",41.8000322, -87.65052279999999
Sherman,Park,1307 W 52ND ST,197.0,16.0,6.0,56.0,54.0,160.0,"(41.7995763, -87.6586367)",41.7995763, -87.6586367
Sherwood,Park,5705 S SHIELDS AVE,69.0,10.0,4.0,22.0,13.0,859.0,"(41.7908713, -87.6340669)",41.7908713, -87.6340669
Sherwood,School,245 W 57TH ST,71.0,8.0,3.0,25.0,17.0,809.0,"(41.7904898, -87.6322584)",41.7904898, -87.6322584
Shields,School,4250 S ROCKWELL ST,59.0,3.0,1.0,12.0,11.0,1069.0,"(41.8159169, -87.6895299)",41.8159169, -87.6895299
Shoesmith,School,1330 E 50TH ST,26.0,1.0,0.0,1.0,4.0,1403.0,"(41.8047591, -87.5943398)",41.8047591, -87.5943398
Shoesmith,School,1330 E 50TH ST,26.0,1.0,0.0,1.0,4.0,1403.0,"(41.8047591, -87.5943398)",41.8047591, -87.5943398
Shoop,School,1460 W 112TH ST,222.0,15.0,5.0,38.0,74.0,148.0,"(41.6906458, -87.65930759999999)",41.6906458, -87.65930759999999
Simeon,School,8235 S VINCENNES AVE,138.0,5.0,1.0,21.0,29.0,538.0,"(41.7441457, -87.63594119999999)",41.7441457, -87.63594119999999
Simons,Park,1640 N DRAKE AVE,170.0,11.0,5.0,36.0,48.0,265.0,"(41.9111279, -87.71542939999999)",41.9111279, -87.71542939999999
Simpson HS,School,1321 S PAULINA ST,86.0,2.0,3.0,18.0,26.0,757.0,"(41.8646142, -87.6683561)",41.8646142, -87.6683561
Sintic,Park,2835 S WALLACE ST,47.0,1.0,0.0,11.0,16.0,1109.0,"(41.84259160000001, -87.6415083)",41.84259160000001, -87.6415083
Skinner,School,1443 N. OGDEN AVE,71.0,5.0,1.0,4.0,20.0,905.0,"(41.9072285, -87.6454436)",41.9072285, -87.6454436
Skinner,Park,1331 W MONROE ST,129.0,5.0,1.0,7.0,27.0,660.0,"(41.88004189999999, -87.6614285)",41.88004189999999, -87.6614285
Skinner,School,1260 W ADAMS ST,163.0,13.0,4.0,11.0,38.0,448.0,"(41.8795957, -87.6589984)",41.8795957, -87.6589984
Smith,Park,9912 S PRINCETON AVE,24.0,0.0,0.0,4.0,6.0,1369.0,"(41.7138966, -87.63121910000001)",41.7138966, -87.63121910000001
Smith,Park,36 E 36TH PL,30.0,3.0,0.0,7.0,7.0,1291.0,"(41.8287306, -87.62517869999999)",41.8287306, -87.62517869999999
Smith,Park,2526 W GRAND AVE,62.0,3.0,2.0,5.0,16.0,1072.0,"(41.891024, -87.690467)",41.891024, -87.690467
Smith,School,744 E 103RD ST,92.0,6.0,3.0,34.0,26.0,605.0,"(41.7074651, -87.60538849999999)",41.7074651, -87.60538849999999
Smyser,School,4310 N MELVINA AVE,134.0,5.0,2.0,23.0,37.0,489.0,"(41.9590292, -87.7821491)",41.9590292, -87.7821491
Smyth,School,1059 W 13TH ST,103.0,8.0,1.0,13.0,25.0,730.0,"(41.8649951, -87.6540125)",41.8649951, -87.6540125
Snapping Turtle,Park,534 N ALBANY AVE,73.0,5.0,3.0,10.0,23.0,894.0,"(41.8914303, -87.70395889999999)",41.8914303, -87.70395889999999
Snowberry,Park,1855 W HURON ST,37.0,4.0,2.0,2.0,7.0,1292.0,"(41.89413709999999, -87.67423889999999)",41.89413709999999, -87.67423889999999
Solomon,School,6206 N HAMLIN AVE,16.0,0.0,0.0,1.0,4.0,1448.0,"(41.9942847, -87.7245535)",41.9942847, -87.7245535
Solorio HS,School,5400 S ST LOUIS AVE,98.0,6.0,2.0,14.0,18.0,720.0,"(41.7953643, -87.71157099999999)",41.7953643, -87.71157099999999
Songhai,School,11725 S PERRY AVE,49.0,5.0,1.0,13.0,17.0,1040.0,"(41.6812419, -87.6249076)",41.6812419, -87.6249076
Sonia Sahnkman Orthoge,School,1365 E 60TH STREET,45.0,2.0,1.0,2.0,11.0,1235.0,"(41.7857114, -87.5919145)",41.7857114, -87.5919145
South Central Alternative,School,1021 E. 83RD ST,61.0,5.0,2.0,9.0,20.0,993.0,"(41.7437801, -87.599489)",41.7437801, -87.599489
South Central Communit,School,7550 S PHILLIPS AVE,154.0,11.0,5.0,33.0,47.0,326.0,"(41.7574114, -87.5654904)",41.7574114, -87.5654904
South Chicago Communit,School,8255 S HOUSTON AVE,77.0,2.0,2.0,15.0,27.0,742.0,"(41.7449819, -87.54971839999999)",41.7449819, -87.54971839999999
South Lakeview,Park,1300 W WOLFRAM ST,131.0,9.0,3.0,9.0,35.0,569.0,"(41.93344159999999, -87.66143129999999)",41.93344159999999, -87.66143129999999
South Loop,School,1212 S PLYMOUTH CT,298.0,23.0,8.0,37.0,72.0,92.0,"(41.8667185, -87.6289961)",41.8667185, -87.6289961
South Shore HS,School,7529 S CONSTANCE AVE,45.0,5.0,1.0,12.0,19.0,1054.0,"(41.757653, -87.578952)",41.757653, -87.578952
Southside Acad,School,7342 S HOYNE AVE,18.0,2.0,0.0,2.0,0.0,1453.0,"(41.75969070000001, -87.6763149)",41.75969070000001, -87.6763149
Spencer Acad,School,214 N LAVERGNE AVE,115.0,3.0,4.0,17.0,23.0,663.0,"(41.8850409, -87.7507791)",41.8850409, -87.7507791
Spikings Farm,Park,4706 N PULASKI RD,285.0,21.0,4.0,41.0,72.0,99.0,"(41.966814, -87.72834499999999)",41.966814, -87.72834499999999
Spruce,Park,1437 E 54TH ST,140.0,12.0,5.0,18.0,34.0,491.0,"(41.797828, -87.590222)",41.797828, -87.590222
Spry,School,2400 S MARSHALL BL,72.0,8.0,2.0,10.0,22.0,898.0,"(41.8476349, -87.699837)",41.8476349, -87.699837
St Agatha 1,School,3151 W DOUGLAS BL,95.0,4.0,3.0,20.0,23.0,731.0,"(41.8621559, -87.7051943)",41.8621559, -87.7051943
St Agnes Of Bohemia Sch,oSchool,2643 SOUTH CENTRAL PARK,113.0,7.0,2.0,18.0,29.0,624.0,"(41.8431425, -87.7144405)",41.8431425, -87.7144405
St Ailbe Elementary Scho,oSchool,9037 S HARPER AVE,66.0,5.0,3.0,6.0,17.0,1016.0,"(41.7301071, -87.5862856)",41.7301071, -87.5862856
St Alphonsus,School,1439 W WELLINGTON AVE,97.0,9.0,4.0,7.0,26.0,768.0,"(41.9358077, -87.6655231)",41.9358077, -87.6655231
St Andrew,School,1710 W ADDISON ST,152.0,16.0,4.0,9.0,38.0,478.0,"(41.9472259, -87.6719523)",41.9472259, -87.6719523
St Andrew Lutheran,School,3659 S HONORE ST,37.0,2.0,0.0,5.0,6.0,1202.0,"(41.8270017, -87.6711478)",41.8270017, -87.6711478
St Angela,School,1332 N MASSASOIT AVE,20.0,0.0,0.0,0.0,4.0,1439.0,"(41.9043552, -87.7700194)",41.9043552, -87.7700194
St Ann,School,2211 W 18TH PL,44.0,0.0,0.0,5.0,11.0,1142.0,"(41.8565017, -87.6813322)",41.8565017, -87.6813322
St Barbara High School,School,2867 S THROOP ST,70.0,6.0,5.0,13.0,18.0,914.0,"(41.842372, -87.652203)",41.842372, -87.652203
St Barnabas,School,10121 S LONGWOOD DR,18.0,1.0,1.0,4.0,5.0,1395.0,"(41.7097292, -87.66918179999999)",41.7097292, -87.66918179999999
St Bartholomew School,School,4941 W PATTERSON AVE,76.0,8.0,2.0,15.0,23.0,822.0,"(41.94671779999999, -87.7513148)",41.94671779999999, -87.7513148
St Bede The Venerable Sc,School,4440 WEST 83RD STREET,37.0,0.0,0.0,7.0,8.0,1268.0,"(41.7419872, -87.7328127)",41.7419872, -87.7328127
St Benedict,School,3920 N LEAVITT ST,101.0,6.0,6.0,11.0,29.0,711.0,"(41.9528843, -87.68383089999999)",41.9528843, -87.68383089999999
St Benedict The African 1,School,6547 S STEWART AVE,34.0,0.0,0.0,7.0,5.0,1301.0,"(41.7748074, -87.634107)",41.7748074, -87.634107
St Benedict The African 2,School,6020 S LAFLIN ST,74.0,10.0,5.0,12.0,25.0,745.0,"(41.7840748, -87.6624814)",41.7840748, -87.6624814
St Bruno,School,4839 S HARDING AVE,192.0,4.0,2.0,48.0,54.0,232.0,"(41.8047025, -87.7219203)",41.8047025, -87.7219203
St Christina,School,3333 W 110TH ST,54.0,2.0,1.0,14.0,12.0,1070.0,"(41.6930965, -87.7048042)",41.6930965, -87.7048042
St Clement,School,2524 N ORCHARD ST,137.0,8.0,0.0,8.0,22.0,654.0,"(41.9284062, -87.646766)",41.9284062, -87.646766
St Columbanus School,School,7120 S CALUMET AVE,115.0,10.0,1.0,22.0,45.0,493.0,"(41.7646866, -87.61733009999999)",41.7646866, -87.61733009999999
St Constance,School,5841 W STRONG ST,35.0,2.0,1.0,4.0,4.0,1327.0,"(41.9699982, -87.77463689999999)",41.9699982, -87.77463689999999
St Cornelius,School,5252 N LONG AVE,100.0,1.0,1.0,8.0,29.0,769.0,"(41.9759915, -87.7637452)",41.9759915, -87.7637452
St Daniel The Prophet,School,5337 S NATOMA AVE,25.0,1.0,0.0,4.0,2.0,1396.0,"(41.7948795, -87.7875521)",41.7948795, -87.7875521
St Dorothy,School,7740 S EBERHART AVE,58.0,1.0,1.0,9.0,19.0,1035.0,"(41.7535034, -87.61293099999999)",41.7535034, -87.61293099999999
St Edward,School,4343 W SUNNYSIDE AVE,71.0,3.0,1.0,12.0,19.0,944.0,"(41.9624514, -87.73744409999999)",41.9624514, -87.73744409999999
St Elizabeth,School,4052 S WABASH AVE,42.0,2.0,0.0,15.0,10.0,1154.0,"(41.8203675, -87.6250776)",41.8203675, -87.6250776
St Ethelreda,School,8734 S PAULINA ST,83.0,4.0,2.0,17.0,29.0,748.0,"(41.7346313, -87.6658114)",41.7346313, -87.6658114
St Eugene,School,7930 W FOSTER AVE,16.0,0.0,0.0,2.0,7.0,1416.0,"(41.9740532, -87.82567329999999)",41.9740532, -87.82567329999999
St Felicitas,School,1501 E 83RD PL,123.0,4.0,4.0,27.0,41.0,476.0,"(41.7429291, -87.5876615)",41.7429291, -87.5876615
St Ferdinand School,School,3131 NORTH MASON AVE,205.0,15.0,8.0,52.0,60.0,171.0,"(41.9376152, -87.7745973)",41.9376152, -87.7745973
St Florian,School,13110 S BALTIMORE AVE,21.0,1.0,2.0,0.0,7.0,1397.0,"(41.6568912, -87.54759469999999)",41.6568912, -87.54759469999999
St Francis Borgia,School,3535 N PANAMA AVE,68.0,4.0,4.0,16.0,22.0,861.0,"(41.94444499999999, -87.8285293)",41.94444499999999, -87.8285293
St Francis De Sales HS,School,10155 S EWING AVE,72.0,3.0,4.0,25.0,21.0,791.0,"(41.7106001, -87.53468099999999)",41.7106001, -87.53468099999999
St Gabriel,School,4500 S WALLACE ST,25.0,5.0,0.0,6.0,4.0,1347.0,"(41.812397, -87.641072)",41.812397, -87.641072
St Gall Elementary Schoo,School,5515 SOUTH SAWYER AVE,265.0,17.0,6.0,51.0,72.0,86.0,"(41.7927979, -87.7041578)",41.7927979, -87.7041578
St Genevieve,School,4854 W MONTANA ST,402.0,16.0,7.0,85.0,135.0,23.0,"(41.92543209999999, -87.7485133)",41.92543209999999, -87.7485133
St Gertrude,School,6216 N GLENWOOD AVE,57.0,6.0,0.0,5.0,11.0,1149.0,"(41.9951404, -87.665652)",41.9951404, -87.665652
St Gregory High School,School,1677 W BRYN MAWR AVE,133.0,23.0,3.0,16.0,40.0,469.0,"(41.9832388, -87.6718391)",41.9832388, -87.6718391
St Helen,School,2347 W AUGUSTA BL,189.0,14.0,8.0,14.0,60.0,282.0,"(41.8991248, -87.68603619999999)",41.8991248, -87.68603619999999
St Helena'S School,School,10115 S PARNELL AVE,29.0,3.0,0.0,5.0,10.0,1288.0,"(41.7101844, -87.63647639999999)",41.7101844, -87.63647639999999
St Hillary,School,5614 N FAIRFIELD AVE,203.0,11.0,6.0,43.0,73.0,172.0,"(41.9837884, -87.69832249999999)",41.9837884, -87.69832249999999
St Hyacinth,School,3640 W WOLFRAM ST,133.0,8.0,1.0,28.0,30.0,498.0,"(41.9329979, -87.7189538)",41.9329979, -87.7189538
St Ignatius Prep HS,School,1076 W ROOSEVELT RD,248.0,24.0,7.0,35.0,68.0,132.0,"(41.8676547, -87.6540661)",41.8676547, -87.6540661
St Ita,School,5525 N MAGNOLIA AVE,211.0,21.0,4.0,12.0,49.0,284.0,"(41.9824749, -87.66094059999999)",41.9824749, -87.66094059999999
St James Lutheran,School,2101 N FREMONT ST,54.0,8.0,1.0,2.0,19.0,1089.0,"(41.9197513, -87.6513566)",41.9197513, -87.6513566
St Jane De Chantal,School,5201 S MC VICKER AVE,17.0,0.0,0.0,1.0,0.0,1467.0,"(41.7975676, -87.77312189999999)",41.7975676, -87.77312189999999
St Jerome,School,2801 S PRINCETON AVE,58.0,5.0,0.0,3.0,9.0,1179.0,"(41.8423859, -87.63385699999999)",41.8423859, -87.63385699999999
St John Berchmans 1,School,2509 W LOGAN BL,43.0,3.0,0.0,6.0,7.0,1244.0,"(41.9281517, -87.6904723)",41.9281517, -87.6904723
St John De La Salle,School,10212 S VERNON AVE,75.0,6.0,0.0,10.0,18.0,945.0,"(41.70882750000001, -87.613022)",41.70882750000001, -87.613022
St John Ev Lutheran Scho,oSchool,4939 W MONTROSE AVE,158.0,4.0,2.0,20.0,54.0,358.0,"(41.960296, -87.7516672)",41.960296, -87.7516672
St John Fisher Elem Scho,School,10200 S WASHTENAW AVE,63.0,3.0,0.0,21.0,19.0,899.0,"(41.70797, -87.68943)",41.70797, -87.68943
St Josaphat,School,2245 N SOUTHPORT AVE,98.0,7.0,2.0,12.0,25.0,749.0,"(41.9232646, -87.66292589999999)",41.9232646, -87.66292589999999
St Juliana,School,7400 W TOUHY AVE,56.0,2.0,3.0,8.0,14.0,1090.0,"(42.0119385, -87.81209330000002)",42.0119385, -87.81209330000002
St Ladislaus,School,3330 N LOCKWOOD AVE,81.0,5.0,1.0,12.0,22.0,849.0,"(41.9416729, -87.7597895)",41.9416729, -87.7597895
St Luke Lutheran School,School,1500 W BELMONT AVE,308.0,33.0,12.0,20.0,84.0,84.0,"(41.94007329999999, -87.66680029999999)",41.94007329999999, -87.66680029999999
St Malachy,School,2252 W WASHINGTON BL,76.0,3.0,1.0,9.0,15.0,885.0,"(41.8832967, -87.6837264)",41.8832967, -87.6837264
St Margaret Mary School,School,7318 N OAKLEY AVE,62.0,8.0,1.0,13.0,17.0,981.0,"(42.0144251, -87.6878885)",42.0144251, -87.6878885
St Margaret Of Scotland S,School,9833 SOUTH THROOP STREET,129.0,1.0,2.0,25.0,42.0,479.0,"(41.7146074, -87.654411)",41.7146074, -87.654411
St Mary Of The Angels,School,1810 N HERMITAGE AVE,66.0,6.0,2.0,5.0,17.0,1027.0,"(41.9145828, -87.67212699999999)",41.9145828, -87.67212699999999
St Mary Of The Lake,School,1026 W BUENA AVE,80.0,3.0,0.0,2.0,25.0,946.0,"(41.958763, -87.6555169)",41.958763, -87.6555169
St Mary Of The Woods,School,7033 N MOSELLE AVE,14.0,1.0,0.0,2.0,2.0,1455.0,"(42.008011, -87.77775799999999)",42.008011, -87.77775799999999
St Mary Star Of The Sea,School,6424 S KENNETH AVE,39.0,2.0,1.0,8.0,3.0,1279.0,"(41.7761705, -87.733961)",41.7761705, -87.733961
St Matthias,School,4910 N CLAREMONT AVE,154.0,4.0,3.0,21.0,45.0,394.0,"(41.9708359, -87.6881344)",41.9708359, -87.6881344
St Micheal,School,8231 S SOUTH SHORE DR,42.0,3.0,1.0,15.0,14.0,1001.0,"(41.7459161, -87.5476084)",41.7459161, -87.5476084
St Monica,School,5115 N MONTCLARE AVE,47.0,3.0,2.0,13.0,11.0,1118.0,"(41.9744566, -87.80427689999999)",41.9744566, -87.80427689999999
St Nicholas Of Tolentine,School,3741 W 62ND ST,81.0,4.0,2.0,16.0,16.0,865.0,"(41.7805776, -87.716655)",41.7805776, -87.716655
St Nicholas Ukrainian,School,2200 W RICE ST,110.0,11.0,2.0,13.0,35.0,613.0,"(41.8970747, -87.6823536)",41.8970747, -87.6823536
St Pascal,School,6143 W IRVING PARK RD,148.0,8.0,1.0,22.0,36.0,464.0,"(41.9525442, -87.780793)",41.9525442, -87.780793
St Patrick HS,School,5900 W BELMONT AVE,256.0,22.0,10.0,63.0,70.0,87.0,"(41.93900970000001, -87.7749916)",41.93900970000001, -87.7749916
St Paul Lutheran,School,5650 N CANFIELD AVE,60.0,3.0,4.0,10.0,20.0,990.0,"(41.9826709, -87.8242862)",41.9826709, -87.8242862
St Paul Lutheran 2,School,846 N MENARD AVE,64.0,3.0,0.0,9.0,8.0,1112.0,"(41.8963933, -87.7706642)",41.8963933, -87.7706642
St Paul Lutheran 3,School,7621 S DORCHESTER AVE,83.0,3.0,3.0,25.0,25.0,724.0,"(41.7562701, -87.5902568)",41.7562701, -87.5902568
St Paul Our Lady Of Vilna,School,2114 WEST 22ND PLACE,106.0,11.0,0.0,19.0,34.0,540.0,"(41.8514554, -87.67903439999999)",41.8514554, -87.67903439999999
St Philip Lutheran,School,2500 W BRYN MAWR AVE,163.0,5.0,4.0,18.0,37.0,433.0,"(41.9834186, -87.69236900000001)",41.9834186, -87.69236900000001
St Philip Neri,School,2110 E 72ND ST,87.0,8.0,1.0,20.0,37.0,636.0,"(41.7648992, -87.57320650000001)",41.7648992, -87.57320650000001
St Philomena School,School,4131 W CORTLAND ST,71.0,2.0,0.0,7.0,19.0,998.0,"(41.9148518, -87.7295721)",41.9148518, -87.7295721
St Pius V,School,1919 S ASHLAND AVE,151.0,15.0,5.0,27.0,34.0,355.0,"(41.8553013, -87.6657888)",41.8553013, -87.6657888
St Procopius,School,1625 S ALLPORT ST,78.0,7.0,3.0,10.0,28.0,743.0,"(41.8590802, -87.6573367)",41.8590802, -87.6573367
